sample_id,predicted_topic,gold_label,normalized_text
1119,climate_agriculture_energy,not_relevant,"Motie van het lid Aartsen c.s. over differentiatie in risicoklassen gehoord de beraadslaging, constaterende dat het beperkt aantal risicoklassen in het asbeststelsel ertoe leidt dat in de hoogste risicoklasse een streng pakket aan maatregelen geldt waarbij geen onderscheid gemaakt is tussen hogere en lagere risico’s, tot plaatsing van simpele ingrepen in een onnodig hoge risicoklasse; overwegende dat hierdoor particulieren en bedrijven onnodig veel kosten moeten maken voor het saneren van asbest; verzoekt de regering, om te komen tot meer differentiatie in risicoklassen bij het verwijderen van asbest, de indeling meer te baseren op de werkelijke blootstelling en hierbij de uitkomst van het onderzoek van TNO te betrekken,"
1120,not_relevant,not_relevant,"Motie van het lid Harbers c.s. over een visie op voortzetting van het Infrastructuurfonds, Deltafonds en MIRT na 2028 gehoord de beraadslaging, constaterende dat de horizon van het Infrastructuurfonds, Deltafonds, en MIRT reikt tot 2028; constaterende dat de realisatie van nieuwe infrastructuur, van plan tot openstelling, niet zelden 15 jaar of langer duurt; constaterende dat de planningshorizon van het huidige Infrastructuurfonds daarmee al tijdens deze kabinetsperiode in zicht is; overwegende dat ook na 2028 Nederland behoefte heeft aan beheer, onderhoud en aanleg van infrastructuur, verzoekt de regering, uiterlijk in het voorjaar van 2016 met een visie te komen op voortzetting van het Infrastructuurfonds, Deltafonds en MIRT na 2028,"
1121,not_relevant,not_relevant,"Motie van het lid Agema over de nachtverpleging en de bezettingsnorm gehoord de beraadslaging, verzoekt de regering, de nachtverpleging niet uit het oog te verliezen en bovenop de bezettingsnorm van 2 op 8 tijdens piekuren ook de 0,5 op 8 in de nacht te realiseren,"
1122,not_relevant,not_relevant,"Motie van het lid Smeulders over een kwalitatieve analyse van de effecten van het verhogen van het minimumloon gehoord de beraadslaging, constaterende dat er verschillende inzichten zijn over de werkgelegenheidseffecten van het verhogen van het minimumloon; constaterende dat het CPB bezig is met een studie «Kansrijk arbeidsmarkbeleid» ten behoeve van de verkiezingsprogramma’s van politieke partijen; verzoekt de regering, aan het CPB te vragen om in deze studie een kwalitatieve analyse te maken van de effecten van het verhogen van het minimumloon, en daarbij uitgebreid in te gaan op het verschil tussen de diverse onderzoeken van andere economen en de CPB-modelberekeningen,"
1123,climate_agriculture_energy,climate_agriculture_energy,"Motie van het lid Pieter Heerma c.s. over monitoren van het eigenaarschap van duurzame energieprojecten gehoord de beraadslaging, overwegende dat het streven is dat in 2030 50% van de duurzame energieprojecten op land in eigendom zijn van de omgeving; overwegende dat lokaal eigenaarschap bijdraagt aan draagvlak voor duurzame energieprojecten; verzoekt de regering, in beeld te brengen in hoeverre particulieren en de omgeving op dit moment deelnemen aan duurzame energieprojecten, te monitoren hoe het eigenaarschap van nieuwe duurzame energieprojecten evolueert en jaarlijks daarover te rapporteren in de voortgangsmonitor klimaatbeleid in de Klimaatnota en indien de voortgang achterblijft maatregelen te nemen ter bevordering van de participatie,"
1124,climate_agriculture_energy,climate_agriculture_energy,"Motie van het lid Bouchallikh c.s. over het in de nationale wetgeving schrappen van de derogatie uit de RIE gehoord de beraadslaging, overwegende dat de regering er in Brussel voor pleit om de derogatie in de Richtlijn Industriële Emissies, zoals vastgelegd in 15.4, te schrappen; overwegende dat die derogatie zorgt voor onnodige emissies van zeer zorgwekkende stoffen en bijbehorende gezondheidsschade; overwegende dat Nederland in de nationale vertaling van de RIE eigenhandig deze derogatie al kan schrappen; verzoekt de regering om zo snel mogelijk de derogatie zoals vastgelegd in 15.4 van de RIE in de nationale wetgeving te schrappen,"
1125,not_relevant,not_relevant,"Motie van de leden Kuiken en Ellemeet over een regeling voor een inkomensgrens voor de eigen bijdrage kraamzorg gehoord de beraadslaging, constaterende dat sociaaleconomische gezondheidsverschillen al in de baarmoeder ontstaan en dat een goede start van groot belang is voor ieder kind; van mening dat kraamzorg noodzakelijke zorg is die beschikbaar moet zijn voor elke pasgeboren baby; constaterende dat de eigen bijdrage op kraamzorguren een financiële drempel is voor de moeders van kinderen die deze zorg het hardst nodig hebben; verzoekt de regering, de Kamer te laten weten op welke wijze er gekomen kan worden tot een waarbij een inkomensgrens geldt voor de eigen bijdrage voor kraamzorg,"
1126,climate_agriculture_energy,climate_agriculture_energy,"Motie van het lid Rudmer Heerema over het toegankelijk maken van de Oostvaardersplassen voor natuurliefhebbers gehoord de beraadslaging, constaterende dat er forse middelen beschikbaar worden gesteld voor het natuurgebied Oostvaardersplassen, waartoe de belastingbetaler geen toegang heeft; overwegende dat natuur er niet alleen maar is om beschermd te worden, maar ook beleefd en benut mag worden; overwegende dat het beleven van natuur niet mogelijk is vanwege het falende beleid voor de Oostvaardersplassen; verzoekt de regering, vol in te zetten op de economische mogelijkheden van de Oostvaardersplassen om het natuurgebied te kunnen beleven en benutten, het natuurgebied meer toegankelijk te maken voor natuurliefhebbers en daarvoor in afstemming met de provincie passend en aangepast beheer mogelijk te maken,"
1127,climate_agriculture_energy,not_relevant,"Motie van het lid Visser c.s. over in kaart te brengen van de veranderingen van het visseizoen voor aal gehoord de beraadslaging, overwegende dat er vanuit de visserijsector behoefte bestaat aan meer flexibiliteit in het aalbeheerplan om te kunnen inspelen op veranderende omstandigheden zoals de veranderende watertemperatuur; constaterende dat het huidige aalbeheerplan van Nederland weinig ruimte biedt om te kunnen inspelen op veranderende omstandigheden; overwegende dat er geen sprake is van een gelijk speelveld binnen de EU en dat elke wijziging in het huidige plan eerst via een langdurig proces langs de Europese moet; verzoekt de regering, in kaart te brengen hoe het visseizoen binnen Nederland voor aal aan veranderende omstandigheden onderhevig is en de Kamer te informeren hoe binnen het aalbeheerplan er eventueel nog dit jaar rekening gehouden kan gaan worden met deze veranderende omstandigheden,"
1128,not_relevant,not_relevant,"Motie van het lid Van Raan c.s. over onderzoek naar de aantallen vogels gehoord de beraadslaging, constaterende dat er mogelijk grote risico’s zijn voor de vliegveiligheid en voor de vogels van de Oostvaardersplassen en andere natuurgebieden rondom het vliegveld; overwegende dat de aangenomen motie Van Raan (31 936, 403) vraagt om serieus werk te maken van diervriendelijke oplossingen voor het terugdringen van ganzenpopulaties rond luchthavens; verzoekt de regering, onderzoek te laten doen naar de aantallen en de vliegbewegingen van vogels in de directe omgeving van de luchthaven Lelystad Airport en de Kamer hierover te informeren,"
1129,climate_agriculture_energy,climate_agriculture_energy,"Motie van het lid Visser over benadrukken dat het al dan niet invoeren van wegbeprijzing een nationale bevoegdheid is gehoord de beraadslaging, constaterende dat de Europese in de Europese strategie voor emissiearme mobiliteit stelt dat overal in de EU moet worden overgeschakeld naar een wegenbelasting op basis van de daadwerkelijk gereden kilometers; van mening zijnde dat de Europese zich niet dient te bemoeien met de Nederlandse autobelastingen en niet mag eisen dat beprijzing van gebruik op basis van de werkelijk gereden kilometers dient te gebeuren; verzoekt de regering, nogmaals te benadrukken in de Transportraad dat het al dan niet invoeren van wegbeprijzing een nationale bevoegdheid is en dat dit geen onderdeel moet zijn van de Europese strategie,"
1130,not_relevant,not_relevant,"Motie van het lid Van Nispen c.s. over ervoor zorgen dat personen die aantoonbaar een sporthulpmiddel nodig hebben, dit in 2023 ontvangen gehoord de beraadslaging, constaterende dat conform aangenomen Kamermoties (30 234, 315 en 35 925- ) is opgeroepen tot één loket voor de verstrekking van sporthulpmiddelen voor mensen met een beperking om te kunnen sporten en bewegen, een ruimhartige verstrekking en dat zorgverzekeraars en gemeenten uiterlijk 1 januari 2023 moesten zorgen voor de financiering van dat ene loket en de verstrekking van sporthulpmiddelen; constaterende dat er wel één loket maar geen structurele financiering van de grond is gekomen waardoor er een risico is dat een deel van de mensen met een beperking in 2023 geen sporthulpmiddel toegewezen zal krijgen; verzoekt de regering ervoor te zorgen dat personen die aantoonbaar een sporthulpmiddel nodig hebben, dit in 2023 ontvangen; verzoekt de regering te zorgen dat uiterlijk 1 januari 2024 of zo veel eerder als mogelijk de financiering van de sporthulpmiddelen betaald gaat worden door de verantwoordelijken, namelijk zorgverzekeraars en gemeenten, zodat dit niet ten koste gaat van het budget dat voor gezondheidszorg, sport en bewegen is bestemd,"
1131,climate_agriculture_energy,climate_agriculture_energy,"Motie van het lid Bisschop over meer investeren in emissiereductie op het boerenerf gehoord de beraadslaging, overwegende dat investeringen in emissiereducerende maatregelen op het boerenerf verhoudingsgewijs veel meer stikstofwinst opleveren dan saneringsregelingen; verzoekt de regering, meer te investeren in emissiereductie op het boerenerf, niet alleen via stalmaatregelen, maar ook via managementmaatregelen, en een deel van het voor opkoop van bedrijven gereserveerde budget hiervoor in te zetten,"
1132,climate_agriculture_energy,not_relevant,"Motie van de leden Van Gerven en Ouwehand over camera's aan boord van visserschepen gehoord de beraadslaging, verzoekt de regering, te onderzoeken in hoeverre het mogelijk is om vissersschepen die overtredingen hebben gemaakt zoals highgrading of het dood overboord gooien van vis om duurdere vis te kunnen vangen, te verplichten om camera’s aan boord te hangen,"
1133,not_relevant,not_relevant,"Motie van het lid Claassen over controle door de NZa op bovenliggende holdings en onderliggende bv's van zorgaanbieders gehoord de beraadslaging, constaterende dat er via omliggende holdings en bv’s bewust veel publiek geld aan de zorg onttrokken wordt; overwegende dat de NZa alleen controle en toezicht kan en mag houden op zorg-bv’s; verzoekt de regering ervoor te zorgen dat de NZa niet alleen de zorg-bv kan en mag controleren, maar ook de eventuele bovenliggende holdings en/of de onderliggende bv’s van zorgaanbieders,"
1134,not_relevant,not_relevant,"Motie van de leden Maeijer en De Roon over pre-accessiegelden aan Turkije direct stopzetten gehoord de beraadslaging, overwegende dat Turkije op weg is naar een islamitische dictatuur; overwegende dat een islamitische dictatuur direct tegen de fundamentele Nederlandse waarden en verworvenheden ingaat; verzoekt de regering, zich actief in te zetten op: • het afbreken van de toetredingsonderhandelingen met Turkije; • het terugvorderen van het totaal aan pre-accessiesteun dat Turkije heeft ontvangen tot nu toe; • het per direct stopzetten van de te ontvangen pre-accessiesteun aan Turkije,"
1135,not_relevant,not_relevant,"Motie van de leden Kuiken en Azmani over maatregelen tegen kindhuwelijken gehoord de beraadslaging, overwegende dat er signalen zijn dat het aantal kindbruiden dat naar Nederland komt toeneemt; overwegende dat kindhuwelijken in strijd zijn met fundamentele beginselen van het Nederlands huwelijksrecht; overwegende dat het wetsvoorstel dat deze vorm van huwelijksdwang tegengaat waarschijnlijk pas in januari 2016 in werking treedt; verzoekt de regering, alles in het werk te stellen om deze kwetsbare meisjes in beeld te krijgen en bescherming te bieden; verzoekt de regering tevens, passende maatregelen te nemen en ervoor te zorgen dat strafbare feiten gevolgen hebben voor het verblijfsrecht van de betrokken mannen,"
