sample_idx,motie_id,frame,trigger,filler,party,year,gold_actor_span,gold_actor_cat,gold_patient_span,gold_patient_cat,pred_actor_spans,pred_actor_cat,pred_patient_spans,pred_patient_cat
511,36440c30-9d2e-47db-95b2-12004252b0f6,Statement,constaterende,"dat de noodzakelijke vrijstelling van de transportkosten voor de energie-intensieve industrie zorgt voor een ongewenste verschuiving van de lasten van 21 miljoen richting andere bedrijven en huishoudens; overwegende dat een verdere lastenverzwaring voor bedrijven en huishoudens ongewenst is; verzoekt de regering, de lastenverzwaring die dit wetsvoorstel met zich meebrengt voor de overige energiegebruikers in Nederland te compenseren vanuit de beschikbare subsidiepot voor duurzame energie,",PVV,2013,de noodzakelijke vrijstelling van de transportkosten voor de energie-intensieve industrie,Government,andere bedrijven en huishoudens,Industry,de noodzakelijke vrijstelling|een verdere lastenverzwaring|dit wetsvoorstel,Other|Other|Government,een ongewenste verschuiving|de overige energiegebruikers|de beschikbare subsidiepot,Other|Citizens|Government
512,57c0a1d9-b6ef-47d7-9afa-b51855f5e259,Statement,constaterende,"dat dit jaar volgens het CBS de energierekening gemiddeld € 669 is gestegen, waarvan meer dan de helft door hogere belastingen;",PVV,2023,,,de energierekening,Citizens,de energierekening,Energy,gemiddeld €|hogere belastingen,Other|Government
513,fb47cc22-cf87-44b1-a713-cb2af6e5dde5,Statement,"constaterende,","constaterende, dat vele burgers en bedrijven liever schone en goedkope kernenergie hebben dan zogenaamde groene stroom;",PVV,2008,vele burgers en bedrijven,Citizens,schone en goedkope kernenergie,Energy,vele burgers,Citizens,kernenergie|zogenaamde groene stroom,Energy|Energy
514,844f896d-198f-441c-b063-1fa01c8e1373,Statement,constaterende,"dat er in geen enkel plangebied, aangaande de plaatsing van windturbines, draagvlak is voor de plaatsing van die dingen;",PVV,2014,,,draagvlak,Citizens,,,geen enkel plangebied,Other
515,f00a858a-aba0-4c58-8626-dd178400b409,Statement,voorstellen,om deze voedingssystematiek te herzien,PVV,2008,,,deze voedingssystematiek,Other,,,deze voedingssystematiek,Agriculture
516,bb469cbd-ef5c-4709-b120-5127aa6dd5e7,Statement,Motie,over bij gemeenten monitoren of extra inkomensondersteuning vanwege oplopende energiekosten ook in 2024 nodig is,PVV,2023,gemeenten,Government,extra inkomensondersteuning,Other,extra inkomensondersteuning,Citizens,gemeenten,Government
517,94139e0f-8317-4e20-ac6d-d95333dd0343,Statement,"constaterende,","constaterende, dat Nederland door middel van ontpoldering op moet draaien voor natuurherstel ten gevolge van de derde verdieping van de Westerschelde;",PVV,2011,Nederland,Government,natuurherstel,Nature,,,ontpoldering|natuurherstel,Nature|Nature
518,b475e3c9-1616-42e4-84ca-886e16861e01,Cogitation,overwegende,dat burgers en bedrijven worden opgezadeld met lastenverzwaringen en veel onnodige wet- en regelgeving ten behoeve van verplichte energiebesparing;,PVV,2013,,,burgers en bedrijven,Citizens,burgers,Citizens,lastenverzwaringen,Government
519,cc47f7d6-a488-4ddc-a215-b33ca8350b47,Statement,constaterende,dat de Verenigde Staten het klimaatakkoord hebben opgezegd en dus ook niet langer aan de reductiedoelstellingen en financiële verplichtingen hoeven te voldoen;,PVV,2017,de Verenigde Staten,International,het klimaatakkoord,International,Verenigde,Other,de reductiedoelstellingen|financiële verplichtingen,Government|Government
520,a5f3d1d8-89c7-4512-a07b-0280648aa507,Statement,constaterende,"dat de Kaderrichtlijn Water het principe «one out, all out» hanteert;",PVV,2024,de Kaderrichtlijn Water,International,"het principe «one out, all out»",Other,Kaderrichtlijn,Government,het principe,Other
521,fbdc0545-a4dd-4961-9d76-1269d805793c,Cogitation,overwegende,dat het parlementair onderzoek naar klimaat- en energiebeleid heeft uitgewezen dat er geen goed zicht is op de besteding en de effectiviteit van de ingezette klimaatgelden;,PVV,2013,het parlementair onderzoek naar klimaat- en energiebeleid,Government,,,,,klimaat-|de besteding,Nature|Government
522,ff876ca1-1549-4686-95d0-0f94e92f20f3,Cogitation,"overwegende,","overwegende, dat in dit kader het oud-Hollandse spreekwoord «beter ten halve gekeerd dan ten hele gedwaald» van toepassing is;",PVV,2008,,,,,,,toepassing,Other
523,9946d43e-6624-4836-9d6b-e00b86f0cf3b,Statement,"constaterende,","dat het Nederlandse windmolenproject van de huidige generatie op land en zee een dure mislukking is; verzoekt de regering onderzoek te doen naar de kosten van het zo spoedig mogelijk afbouwen van alle bestaande subsidies voor windenergie van de huidige generatie, zowel op land als zee,",PVV,2008,,,het Nederlandse windmolenproject van de huidige generatie op land en zee,Energy,het Nederlandse windmolenproject,Energy,,
524,15110dd7-c204-49a4-b3c0-954b506082d6,Cogitation,overwegende,"dat niet-gerecycled plastic op de markt wordt gebracht binnen Nederland door producenten, die in het kader van de uitgebreide producentenverantwoordelijkheid een financiële bijdrage zouden moeten leveren;",PVV,2025,producenten,Industry,niet-gerecycled plastic,Other,,,de markt|de uitgebreide producentenverantwoordelijkheid,Industry|Industry
525,d8d6f67a-10ff-4bd8-89c6-250a66a3e547,Statement,Motie,over er actief op inzetten dat er geen dierproeven meer plaatsvinden voor stoffen in cosmetica,PVV,2025,,,dierproeven,Nature,geen dierproeven,Nature,stoffen,Other
526,8b5a3b6f-93c5-4e8e-b694-09d6a5ea0972,Cogitation,overwegende,dat de belastingbetaler inzicht verdient in de besteding van deze gelden;,PVV,2013,de belastingbetaler,Citizens,inzicht,Other,de belastingbetaler,Citizens,inzicht|de besteding,Other|Government
527,447f0789-7fde-4005-98ee-be1e62aa8998,Statement,constaterende,dat er veel schade is door waardedaling en overlast van windturbines;,PVV,2014,windturbines,Energy,,,veel schade,Other,,
528,02c3069d-ce7f-48be-92ce-7a683752fe0c,Cogitation,overwegende,Motie van het lid Van Aalst over het schrappen van aan klimaatscenario's gerelateerde elementen uit het Deltaprogramma en Deltafonds,PVV,2017,het lid Van Aalst,Government,aan klimaatscenario's gerelateerde elementen,Other,,,klimaatscenario's,Science
529,4e7e1559-a921-43e1-ad77-c1d16fd85d76,Cogitation,overwegende,"dat de overige huishoudens in 2020 worden opgezadeld met een fors hogere energierekening door een stijging van de energieprijs, energiebelasting, kosten voor opslag van duurzame energie en netwerkkosten;",PVV,2014,,,de overige huishoudens,Citizens,de overige huishoudens,Citizens,een fors hogere energierekening|opslag,Citizens|Other
530,4e7e1559-a921-43e1-ad77-c1d16fd85d76,Cogitation,overwegende,"dat volgens de Nationale Energieverkenning in 2020 anderhalf miljoen huishoudens zullen profiteren van een lagere energierekening dankzij woningisolerende maatregelen, en dat bijna één miljoen huishoudens zullen profiteren van een lagere energierekening dankzij zonnepanelen;",PVV,2014,,,anderhalf miljoen huishoudens,Citizens,,,een lagere energierekening|een lagere energierekening,Citizens|Citizens
531,3099b0e1-30e3-4110-b55e-c858bbe0dde5,Cogitation,"overwegende,","overwegende, dat er lokaal geen enkel draagvlak aanwezig is voor de bypass;",PVV,2011,,,de bypass,Other,geen enkel draagvlak,Other,de bypass,Other
532,3cb49d75-2123-45c2-82bf-8a424523af42,Statement,"constaterende,","dat de brandstofprijs vanaf 2008 met bijna 60% is gestegen bij een gelijkblijvende dollarkoers en een 33% gedaalde olieprijs; overwegende, dat de Nederlandse autorijders recht hebben op een eerlijke prijs aan de pomp;",PVV,2011,,,de Nederlandse autorijders,Citizens,de brandstofprijs|de Nederlandse autorijders,Industry|Citizens,een gelijkblijvende dollarkoers|recht|een eerlijke prijs,Other|Other|Citizens
533,47e110a0-8b03-49b5-af6c-56fde3d203ec,Statement,constaterende,dat de Nederlandse visserij de dupe is van het Noordzeeakkoord;,PVV,2021,het Noordzeeakkoord,Government,de Nederlandse visserij,Industry,de Nederlandse visserij,Agriculture,het Noordzeeakkoord,Industry
534,a81d3792-2ff4-4db0-b9ab-79cd100b67fa,Cogitation,overwegende,"dat deze mening is gebaseerd op slechts 0,3% van de 11.900 beschikbare ter zake doende onderzoeken; van mening zijnde dat de Nobelprijs voor de vrede die het IPCC in 2007 ontving, moet worden ingeleverd;",PVV,2014,het IPCC,International,de Nobelprijs voor de vrede,Other,deze mening|Nobelprijs,Other|Other,IPCC,Science
535,e58d0c90-152a-4bfd-85a6-3d839077e152,Statement,Motie,over stoppen met circulaire en duurzame onzinmaatregelen,PVV,2019,,,circulaire en duurzame onzinmaatregelen,Government,,,onzinmaatregelen,Other
536,cfb19190-f690-427f-92ba-8e72fbd66c99,Statement,"constaterende,","constaterende, dat windmolens draaien op subsidies en niet op wind;",PVV,2010,windmolens,Energy,,,windmolens,Energy,subsidies|wind,Government|Energy
537,311dded0-14f2-46d2-b336-8497b06fd1dd,Statement,constaterende,"dat het energieakkoord Nederland opzadelt met horizonverdwijning, gezondheidsklachten, torenhoge kosten, verlies van toerismeinkomsten en een enorm dierenkerkhof;",PVV,2014,het energieakkoord,Energy,Nederland,Government,,,horizonverdwijning,Nature
538,87762ad6-68ba-4f29-a6dd-ff1c8d64bfa5,Statement,Motie,over de beloofde compensatie aan huishoudens met blokverwarming nog deze maand uitbetalen,PVV,2023,,,huishoudens met blokverwarming,Citizens,,,de beloofde compensatie|blokverwarming,Government|Energy
539,4db7e651-5938-4a7d-a8e6-05393e425e56,Statement,constaterende,dat in de laatste voortgangsrapportage van het Programma Aardgasvrije Wijken wordt geconcludeerd dat het aardgasvrij maken van woningen «op basis van louter vrijwilligheid niet haalbaar is» en dat hier «wettelijke bevoegdheden noodzakelijk zijn»;,PVV,2021,het Programma Aardgasvrije Wijken,Government,het aardgasvrij maken van woningen,Other,louter vrijwilligheid|wettelijke bevoegdheden,Citizens|Government,de laatste voortgangsrapportage,Government
540,8b5a3b6f-93c5-4e8e-b694-09d6a5ea0972,Statement,constaterende,dat het wetenschappelijk bewijs van menselijke invloed op het klimaat ontbreekt;,PVV,2013,,,het wetenschappelijk bewijs van menselijke invloed op het klimaat,Science,het wetenschappelijk bewijs,Science,,
541,077e1d61-4af1-4bd5-8d0d-55962cedec5b,Statement,Motie,over huishoudens en bedrijven per direct compenseren voor de hoge energieprijzen,PVV,2021,,,huishoudens en bedrijven,Citizens,,,de hoge energieprijzen,Energy
542,82266a2a-b3b5-4525-a629-c47b0d26d429,Statement,constaterende,"dat Nederlands cultureel erfgoed steeds vaker wordt bedreigd door ruimtelijke ingrepen voortkomend uit de energietransitie, zoals windturbines, en andere beleidsprioriteiten;",PVV,2025,ruimtelijke ingrepen voortkomend uit de energietransitie,Energy,Nederlands cultureel erfgoed,Other,Nederlands cultureel erfgoed,Other,ruimtelijke ingrepen,Government
543,7a17bc56-dd26-4233-966c-55f06921503a,Cogitation,"overwegende,","overwegende, dat de richtlijn energie-efficiëntie van de Europese onnodige subdoelstellingen c.q. inzet van middelen verplichtend oplegt;",PVV,2011,de richtlijn energie-efficiëntie van de Europese,International,onnodige subdoelstellingen c.q. inzet van middelen,Other,de richtlijn,Other,,
544,b3ea2e1a-afd3-45e4-b950-6697af8892da,Cogitation,"overwegende,","overwegende, dat men, zeker ten tijde van crisis, moet beseffen dat een euro slechts eenmaal uitgegeven kan worden en dan niet moet worden besteed aan een klimaatbeleid dat is gebaseerd op fouten, manipulatie en leugens;",PVV,2010,men,Government,een euro,Other,een euro,Other,crisis|een klimaatbeleid|fouten,Other|Government|Other
545,87694932-375a-49fe-818d-79a58209d2e6,Cogitation,"overwegende,",Motie De Mos over schrappen van alle aan het klimaatbeleid gerelateerde uitgaven,PVV,2009,,,alle aan het klimaatbeleid gerelateerde uitgaven,Government,,,het klimaatbeleid,Government
546,eca09fb6-3529-4ac1-95f2-fe52f73684f2,Cogitation,"overwegende,","overwegende, dat het nabijheidsbeginsel voor afvalverwerking als uitgangspunt verankerd is in de Wet milieubeheer; overwegende, dat dit uitgangspunt niet is uitgewerkt in de wet en de facto dreigt te vervallen tot een dode letter van de wet;",PvdA,2010,,,het nabijheidsbeginsel voor afvalverwerking,Other,het nabijheidsbeginsel|dit uitgangspunt,Other|Other,afvalverwerking|milieubeheer|een dode letter,Other|Government|Other
547,44da4b7e-d8c4-49ef-a716-004c3b8da2ee,Statement,constaterende,dat op 2 december het pakket circulaire economie is gepresenteerd;,PvdA,2015,,,het pakket circulaire economie,Government,het pakket,Other,,
548,7746a0de-6b52-4a17-8821-f5f281dd5124,Statement,constaterende,dat de komende jaren veel oude gasnetten vervangen moeten worden en dat het daarom nu het moment is om een besluit te nemen over de mogelijke uitbreiding van warmtenetten;,PvdA,2014,,,oude gasnetten,Energy,,,veel oude gasnetten|een besluit,Energy|Government
549,641930df-d843-46a5-a4b5-d16f4fdad26c,Statement,constaterende,"dat op de provinciale vrijstellingslijst wel soorten staan waarvan recentelijk geen overlast- en/of schadegevallen bekend zijn, zoals waarschijnlijk de fazant en de huismus;",PvdA,2014,,,soorten,Nature,soorten,Other,de provinciale vrijstellingslijst,Government
550,fd5ce1bc-9560-4623-8f88-cc2dee9b8c9d,Statement,constaterende,dat er zowel in de Plastic Strategy van de Europese als bij diverse milieuorganisaties beperkt potentie wordt toegekend aan biodegradeerbare plastics in het verduurzamen van verpakkingen;,PvdA,2018,de Plastic Strategy van de Europese als bij diverse milieuorganisaties,International,biodegradeerbare plastics,Other,potentie,Other,Plastic|diverse milieuorganisaties|biodegradeerbare plastics,Other|Nature|Industry
551,f84ed0b4-4873-44ca-b1c1-c7ea5b494197,Cogitation,overwegende,dat het kabinet bereid is de bedragen voor 2022 en 2023 samen te voegen;,PvdA,2021,het kabinet,Government,de bedragen voor 2022 en 2023,Other,,,de bedragen,Other
552,c20754f3-6e0c-483b-869a-6445c29030c7,Cogitation,overwegende,dat de looptijd van de energiebespaarlening uit het Nationaal Energiebespaarfonds vaak te kort is ten opzichte van de terugverdientijd van energiebesparende maatregelen;,PvdA,2018,de looptijd van de energiebespaarlening uit het Nationaal Energiebespaarfonds,Government,,,de looptijd,Other,,
553,e8ec21ae-7d17-4620-8604-10b87798e2d8,Statement,"constaterende,","constaterende, dat vanwege de bijmengverplichting de gegevens over herkomst van olie toch al bekend zijn bij de regering;",PvdA,2012,de gegevens over herkomst van olie,Other,de regering,Government,,,de bijmengverplichting|de gegevens,Government|Other
554,dc65be7b-5ddd-438a-996f-24c3a584fb42,Cogitation,overwegende,dat de samenwerking tussen het Rijk en de Vereniging van Nederlandse Gemeenten om in 2015 aan de luchtkwaliteitsnormen te voldoen,PvdA,2012,de samenwerking tussen het Rijk en de Vereniging van Nederlandse Gemeenten,Government,de luchtkwaliteitsnormen,Other,de samenwerking,Other,de luchtkwaliteitsnormen,Nature
555,44eb8b47-103d-423e-aefe-d3f73a1d4f4f,Statement,constaterende,dat bij de uitgifte van definitieve energielabels voor woningen weinig aandacht is voor gedegen advies over verduurzaming van het betreffende pand door de EPA-adviseur;,PvdA,2015,,,gedegen advies over verduurzaming van het betreffende pand,Other,weinig aandacht,Other,de uitgifte|gedegen advies,Other|Science
556,34d79f4c-0026-48ad-bd1f-221a269b3ccf,Cogitation,overwegende,dat bewoners vooraf een indicatie moeten hebben van mogelijke invloed van het plaatsen van windmolens op de waarde van hun woning;,PvdA,2014,bewoners,Citizens,een indicatie,Other,bewoners,Citizens,een indicatie,Other
557,48381b69-8f9e-43e5-ae58-71c3b0f99273,Cogitation,overwegende,dat hiermee de doelstellingen van het energieakkoord in gevaar komen;,PvdA,2016,,,de doelstellingen van het energieakkoord,Energy,,,gevaar,Other
558,6c956bf2-5287-4c7e-b0c5-0a98c09b84c1,Cogitation,overwegende,"dat mestverwerking negatieve gevolgen heeft op de leefbaarheid in verband met stank, geluid en verkeersbewegingen;",PvdA,2013,mestverwerking,Agriculture,de leefbaarheid,Citizens,mestverwerking,Agriculture,,
559,f215bde5-bb55-420d-84df-d3dbd21a3d50,Statement,aangegeven,dat zij onderzoek naar de effecten en risico’s van nanodeeltjes noodzakelijk vindt en dat onderzoeksresultaten circa 2012 verwacht kunnen worden;,PvdA,2009,zij,Government,onderzoek naar de effecten en risico's van nanodeeltjes,Science,,,nanodeeltjes,Nature
560,e0830278-52c8-48a3-9ce6-cdfefd5e5cd8,Cogitation,overwegende,dat volgens het PBL het klimaatdoel van 2030 met het huidige beleid niet wordt gehaald en dat ook in de sector mobiliteit aanvullend beleid nodig is;,PvdA,2021,het PBL,Science,het klimaatdoel van 2030,Other,het klimaatdoel|beleid,Nature|Government,het huidige beleid|ook in de sector,Government|Industry
561,6fcd960f-cf65-489c-856b-ebb7881dae00,Cogitation,"overwegende,","overwegende, dat in het regeerakkoord staat dat Staatsbosbeheer natuur buiten de ecologische hoofdstructuur niet meer mag beheren en soms zelfs moet verkopen na 2012;",PvdA,2010,Staatsbosbeheer,Government,natuur buiten de ecologische hoofdstructuur,Nature,Staatsbosbeheer,Nature,natuur,Nature
